,Topic,Words,Frequency,Timestamp
332,2,"groundwater, discharge, groundwater discharge, water, stream",13,2008
333,3,"resistivity, aquifer, geophysical, water, groundwater",7,2008
334,4,"optimization, model, pumping, simulation, coastal",5,2008
335,5,"vulnerability, high vulnerability, aquifer, gca, high",4,2008
336,6,"ka, deposits, spring, ois, dh",3,2008
337,7,"aquifer, aquifers, groundwater, water, springer verlag",7,2008
338,8,"perchlorate, rdx, concentrations, biodegradation, soil",5,2008
339,9,"rice, soil, salinity, coastal area, area",2,2008
340,10,"aoa, aob, amoa, ammonia, ammonia oxidizing",1,2008
341,11,"hyporheic, stream, exchange, structure, hyporheic exchange",2,2008
342,12,"experimental, phosphate, seawater, gypsum, dip",2,2008
343,15,"rise, sea level, coastal, sea, sea level rise",2,2008
344,18,"groundwater, balasore, aquifer, management, basin",2,2008
345,19,"hanalei, fib, hanalei bay, hanalei river, bay",1,2008
346,21,"sgd, discharge, seepage, submarine, groundwater discharge",4,2008
347,22,"tmg, tmg aquifer, groundwater, use tmg, groundwater use tmg",2,2008
348,-1,"groundwater, water, aquifer, flow, discharge",40,2009
349,0,"groundwater, water, coastal, sgd, concentrations",73,2009
350,1,"model, aquifer, flow, water, groundwater",50,2009
351,2,"groundwater, discharge, water, groundwater discharge, surface",16,2009
352,3,"resistivity, electrical, data, aquifer, intrusion",18,2009
353,4,"optimization, model, pumping, optimal, management",9,2009
354,5,"vulnerability, rio janeiro, janeiro, rio, east coast",1,2009
355,6,"bear, bear lake, lake, bear river, porosity",2,2009
356,7,"groundwater, karst, water, aquifer, area",11,2009
357,8,"perchlorate, transformation, ethene, dechlorination, groundwater",4,2009
358,9,"soil, layer, upper layer soil, layer soil, soil layer",1,2009
359,10,"microbial, community, srb, microbial community, diversity",3,2009
360,11,"hyporheic, hyporheic zone, exchange, hyporheic exchange, subsurface",1,2009
361,12,"particles, column, columns, permeability, water sensitivity",4,2009
362,13,"climate, climate change, change, scenarios, based downscaled",1,2009
363,14,"desalination, boreholes, slotted, water, seawater",2,2009
364,15,"disasters, regions, coastal regions, economic loss, coastal",1,2009
365,16,"riverbed, water exchange, salinity, water exchange riverbed, exchange riverbed tidal",1,2009
366,23,"fluoride, fluoride ground water, fluoride ground, ground water, fluoride concentration",1,2009
367,-1,"water, groundwater, discharge, coastal, aquifer",59,2010
368,0,"groundwater, water, sgd, coastal, discharge",80,2010
369,1,"model, aquifer, groundwater, flow, water",54,2010
370,2,"groundwater, discharge, water, stream, groundwater discharge",11,2010
371,3,"resistivity, electrical, data, intrusion, water",19,2010
372,4,"model, surrogate, optimization, models, management",7,2010
373,5,"desertification, desertification risk, land degradation, gis, land",1,2010
374,6,"crater, ffc, formation, marineris, valles marineris",7,2010
375,7,"aquifer, groundwater, discharge, water, cuenca",4,2010
376,8,"ammonium, septic, nitrogen, groundwater, concentrations",5,2010
377,9,"soil, study, land, salt, ece",2,2010
378,10,"microbial, communities, microbial communities, predatory, strains",3,2010
379,11,"river, channel, asymmetrical, north, carolina",1,2010
380,12,"po43, experiments, seawater, adsorption, column experiments",4,2010
381,13,"gcm, climate, change, climate change, uncertainty",1,2010
382,15,"economic, inundation, saloum estuary, saloum, level",1,2010
383,16,"fresh, groundwater, sea, sea level, glacial",4,2010
384,18,"distribution groundwater evaporation, groundwater evaporation, evaporation, distribution groundwater, research temporal spatial",1,2010
385,19,"fecal, bacteria, sources, beach, cankle",1,2010
386,20,"sbg, flow, geothermal, fluid dynamics, fault",1,2010
387,21,"seepmeter, measurements, seepage, sgd, meter",1,2010
388,22,"pmdss, peatland, use, land use, europe",1,2010
389,-1,"groundwater, water, discharge, aquifer, flow",45,2011
390,0,"groundwater, water, sgd, coastal, seawater",97,2011
391,1,"model, aquifer, intrusion, flow, groundwater",45,2011
392,2,"groundwater, discharge, water, groundwater discharge, stream",14,2011
393,3,"resistivity, electrical, groundwater, area, coastal",14,2011
394,4,"model, optimization, simulation, algorithm, optimal",12,2011
395,5,"vulnerability, socio economic, socio, karst, economic",3,2011
396,6,"holocene, fluvial, fluvial strata, sea, cement",6,2011
397,7,"canal, aquifer, groundwater, sea, yucatán",5,2011
398,8,"rdx, pce, rhodococcus, mcb, concentrations",4,2011
399,9,"soil, water, colors, chroma, low chroma",4,2011
400,10,"microbial, thermophilic, community, jewfish sink, jewfish",3,2011
401,11,"discharge, stream, flow, groundwater, river",2,2011
402,12,"dissolution, co2, 17 salty, calcite, water sensitivity",2,2011
403,13,"climate, change, water, climate change, wetland",2,2011
404,14,"plant, desalination, ro, brine, brine disposal",4,2011
405,16,"discharge, fresh groundwater, groundwater, tidal, fresh",1,2011
406,17,"melt, ice melt, water, lake, glacial ice melt",2,2011
407,18,"groundwater, management, aquifer, flux based, trigger",4,2011
408,19,"fecal, fecal bacteroides spp, bacteroides, bacteroides spp, fecal bacteroides",1,2011
409,20,"pervious, pervious aquifer, pure water, semi pervious, cold",1,2011
410,21,"seepage, seepage meters, meters, discharge, sgd",2,2011
411,22,"persistence, planning, persistence freshwater, conservation, multiple use",1,2011
412,23,"fluorine, high fluorine, ph hardness salinity, ph hardness, hco3 ph hardness",1,2011
413,-1,"groundwater, water, discharge, coastal, aquifer",73,2012
414,0,"groundwater, water, sgd, coastal, seawater",124,2012
415,1,"aquifer, model, groundwater, water, flow",43,2012
416,2,"groundwater, discharge, water, groundwater discharge, streamflow",19,2012
417,3,"resistivity, groundwater, aquifer, data, electrical",17,2012
418,4,"management, optimization, model, algorithm, network",6,2012
419,5,"vulnerability, gis, groundwater, intrusion, solar",4,2012
420,6,"outflow, outflow channel, martian, cavern formation, northern plains",1,2012
421,7,"aquifer, salt marsh, water, groundwater, geothermal",5,2012
422,8,"landfill, groundwater, flow, stream, dechlorination",5,2012
423,9,"soil, germination, salinity, crop, australis",3,2012
424,10,"cia, filtered datasets, microbial, clone, datasets",2,2012
425,11,"msm, hyporheic, exchange, stream, hyporheic exchange",1,2012
426,12,"release, colloid, aqueous mediums, mediums, particles",1,2012
427,13,"climate, water, climate change, change, resources",2,2012
428,14,"llobregat, hydraulic barrier, started, water, positive",1,2012
429,16,"frequencies, salt penetration, sea, sea level, subtidal",1,2012
430,18,"groundwater, model, groundwater using minimal, using minimal, gis",2,2012
431,19,"ent, detachment, beach, detachment mechanisms, detachment kinetics",1,2012
432,20,"flow, fault, balçova, faults, sbg",2,2012
433,23,"fluorosis, fl, fluorine, fluoride, na",1,2012
434,-1,"groundwater, water, aquifer, discharge, coastal",70,2013
435,0,"groundwater, water, sgd, coastal, seawater",126,2013
436,1,"model, aquifer, groundwater, flow, water",64,2013
437,2,"discharge, groundwater, water, groundwater discharge, stream",30,2013
438,3,"resistivity, data, water, groundwater, electrical",34,2013
439,4,"optimization, vertical beach leakage, beach leakage, aquifer, vertical beach",3,2013
440,5,"vulnerability, groundwater, area, intrusion, seawater intrusion",6,2013
441,6,"maryut, nile, terrace, 87sr 86sr, 87sr",3,2013
442,7,"water, aquifer, area, basins, coastal",9,2013
443,8,"mines, river, pesticide, groundwater, remediation",5,2013
444,9,"soil, salinity, saline, soil salinity, agriculture",2,2013
445,10,"microbial, herbicide, flocs, gene, iron",3,2013
446,11,"streambed, hyporheic, tambo, analytical, groundwater",2,2013
447,12,"mixing, exchange, calcite, reactive, freshwater",4,2013
448,13,"discontinuous, climate, recharge, size freshwater lenses, discontinuous recharge",1,2013
449,14,"removal, desalination, water, ro, prat",2,2013
450,15,"coastal, eac, hazards, human, coastal zone",2,2013
451,16,"sea level, sea, level, coastal, sgd",1,2013
452,17,"lake, water, so42, river, groundwater",4,2013
453,18,"groundwater, wadi ham, uae, ham, resources",1,2013
454,-1,"groundwater, water, aquifer, discharge, coastal",69,2014
455,0,"groundwater, water, sgd, coastal, discharge",129,2014
456,1,"model, aquifer, groundwater, water, flow",64,2014
457,2,"groundwater, discharge, water, riparian, temperature",19,2014
458,3,"resistivity, electrical, groundwater, water, ert",26,2014
459,4,"optimization, model, management, models, simulation",12,2014
460,5,"vulnerability, seawater intrusion, intrusion, seawater, drastic",8,2014
461,6,"crater, travertine, ma, lake, olduvai",4,2014
462,7,"notch, submerged notch, submerged, aquifer, groundwater",7,2014
463,8,"slag, concentrations, groundwater, water, zn",9,2014
464,9,"soil, germination, salinity, plots, seeds",4,2014
465,10,"microbial, community, microbial community, bacterial, diversity",3,2014
466,11,"stream, hyporheic, groundwater, exchange, discharge",8,2014
467,12,"clay particle, particle release, critical, clay, particle",1,2014
468,13,"climate, dishmet, montagna, la montagna, portuguese",2,2014
469,15,"coastal, storms, sea level rise, inhabitants, level rise",1,2014
470,16,"groundwater, coastal, groundwater salinity, boundary conditions, evolution groundwater salinity",2,2014
471,18,"groundwater, aquifer, hicha, el hicha, model",3,2014
472,19,"frt, illness, fib, frt blooms, swimmers",2,2014
473,20,"lakes, fault zones, fault, faults, paleozoic",1,2014
474,23,"fluorine, levels fluorine, mg kg, levels, pz",1,2014
475,-1,"groundwater, water, discharge, flow, aquifer",65,2015
476,0,"sup, groundwater, water, sgd, coastal",140,2015
477,1,"aquifer, model, flow, groundwater, coastal",76,2015
478,2,"groundwater, discharge, water, groundwater discharge, temperature",30,2015
479,3,"resistivity, groundwater, electrical, data, aquifer",31,2015
480,4,"optimization, model, models, management, simulation",20,2015
481,5,"vulnerability, galdit, drastic, seawater intrusion, intrusion",7,2015
482,6,"lake, basin, carbonate, floor, co2",7,2015
483,7,"water, area, aquifer, groundwater, basins",7,2015
484,8,"groundwater, concentrations, no3, site, discharges",6,2015
485,9,"soil, nacl, soils, cultivated land, effects",2,2015
486,10,"microbial, groundwater, seawater, shared, community",2,2015
487,11,"hyporheic, exchange, discharge, stream, groundwater",10,2015
488,12,"fsi, po43, seepage velocity, experiments, exchange",3,2015
489,13,"climate, climate change, change, precipitation, resources",5,2015
490,14,"energy recovery, bwro, energy, tc, lahat",1,2015
491,15,"sea level, sea, level, coastal, sea level variations",3,2015
492,16,"coastal, sea, seasonal, groundwater, sea level",3,2015
493,17,"lake, groundwater, rotorua, water, br",2,2015
494,18,"intensities, rainfall, rainfall intensities, groundwater, mm",2,2015
495,19,"ows, coli, coli concentrations, residences, mws",1,2015
496,20,"heat, heat flow, flow, lnih, mars",2,2015
497,22,"nomadic, pastoralism, continuing nomadic pastoralism, continuing nomadic, nomadic pastoralism",1,2015
498,23,"fluoride, fluorine, sup, town, sup sup",3,2015
499,-1,"groundwater, water, discharge, coastal, aquifer",90,2016
500,0,"groundwater, water, sgd, coastal, seawater",132,2016
501,1,"model, aquifer, groundwater, intrusion, flow",80,2016
502,2,"groundwater, discharge, temperature, water, groundwater discharge",33,2016
503,3,"resistivity, water, groundwater, electrical, data",35,2016
504,4,"optimization, model, models, management, fuzzy",16,2016
505,5,"vulnerability, galdit, index, aquifer, intrusion",9,2016
506,6,"late, deposits, carbonate, lake, ka",11,2016
507,7,"aquifer, water, area, groundwater, data",7,2016
508,8,"mtbe, landfill, leachate, groundwater, wells",4,2016
509,9,"soil, salinity, quinoa, soil salinity, yield",4,2016
510,10,"bacterial, community, colonization, wellhead, microbial",2,2016
511,11,"hyporheic, hyporheic zone, discharge, groundwater, expansion",4,2016
512,12,"clay, porous media, porous, interception, media",2,2016
513,13,"climate, change, water, land use, climate change",6,2016
514,14,"desalination, membrane, dbv, water, seawater",4,2016
515,15,"sea, coastal, sea level rise, rise, level rise",2,2016
516,16,"coastal, groundwater, ocean, flow, overwash",2,2016
517,18,"river, georgia, irrigation, river aquifer, irrigation pumpage",1,2016
518,19,"ent, beach, fecal, coliphage, cent",2,2016
519,20,"flow, groundwater, groundwater flow, timescales, model",1,2016
520,-1,"groundwater, water, discharge, aquifer, coastal",81,2017
521,0,"groundwater, water, sgd, coastal, seawater",173,2017
522,1,"model, aquifer, groundwater, flow, intrusion",66,2017
523,2,"groundwater, discharge, water, groundwater discharge, temperature",27,2017
524,3,"resistivity, intrusion, electrical, seawater, groundwater",17,2017
525,4,"model, optimization, management, models, simulation",19,2017
526,5,"vulnerability, galdit, groundwater, intrusion, aquifer",7,2017
527,6,"deposits, carbonate, ka, formation, lake",10,2017
528,7,"notches, soils, holocene, geomorphological, sector",5,2017
529,8,"atrazine, hydrocarbon, high, phytoplankton, nutrient conditions",3,2017
530,9,"soil, salinity, mm nacl, salt, irrigation",4,2017
531,10,"microbial, community, pokkali rice, pokkali, novosphingobium",4,2017
532,11,"cq, river, hyporheic, stream, cmb",3,2017
533,12,"colloid, seawater, cl, aquifer, sorption",5,2017
534,13,"climate, change, rcp, climate change, scenarios",2,2017
535,14,"desalination, tk, ports, dbv, water",3,2017
536,15,"coastal, flooding, rise, sea level rise, level rise",3,2017
537,16,"coastal, groundwater, land, scientific advances, coastal groundwater",3,2017
538,17,"lake, water, lakes, badain, groundwater",4,2017
539,18,"saltwater intrusion, human activities, human, saltwater, activities",1,2017
540,19,"beach, fib, coli, beach aquifer, wave induced infiltration",1,2017
541,20,"dykes, dyke, flow, dykes saltwater, groundwater",1,2017
542,22,"classification, gdes, ecosystems, dependent ecosystems, dependent",1,2017
543,23,"fluoride, iodine, groundwater, fluoride iodine, iodide",1,2017
544,-1,"groundwater, water, discharge, coastal, aquifer",98,2018
545,0,"groundwater, water, sgd, coastal, seawater",216,2018
546,1,"aquifer, groundwater, model, flow, coastal",80,2018
547,2,"groundwater, discharge, water, groundwater discharge, vegetation",24,2018
548,3,"resistivity, groundwater, water, data, electrical",37,2018
549,4,"model, models, optimization, simulation, management",22,2018
550,5,"vulnerability, galdit, intrusion, aquifer, seawater intrusion",18,2018
551,6,"lake, late, uzboi, sediments, shelf",8,2018
552,7,"groundwater, water, aquifer, springs, aquifers",9,2018
553,8,"groundwater, diesel, contamination, sources, concentrations",7,2018
554,9,"soil, salinity, rice, varieties, tolerant",3,2018
555,10,"microbial, microbial communities, coastal mixing, communities, anammox",2,2018
556,12,"parabens, acidity salinity, column, transport, acidity",2,2018
557,13,"change, climate, climate change, scenarios, aquifer",3,2018
558,14,"desalination, water, desalinated, dsw, osmosis",4,2018
559,15,"hazards, geo, geo environmental hazards, coastal, environmental hazards",2,2018
560,17,"lake, river, groundwater, water, groundwater discharge",6,2018
561,18,"groundwater, nda, future, weizhou island, weizhou",3,2018
562,19,"phosphorus, beach, coli, total phosphorus, beach sand",2,2018
563,22,"dependent, groundwater, groundwater dependent, ecosystems, hydrology",1,2018
564,23,"iodine, iodine groundwater, groundwater, fluoride, enrichment",1,2018
565,-1,"groundwater, water, coastal, discharge, aquifer",90,2019
566,0,"groundwater, water, coastal, sgd, seawater",226,2019
567,1,"aquifer, groundwater, model, coastal, intrusion",95,2019
568,2,"groundwater, discharge, groundwater discharge, water, stream",31,2019
569,3,"resistivity, electrical, water, groundwater, data",31,2019
570,4,"model, optimization, optimal, management, models",18,2019
571,5,"vulnerability, galdit, groundwater, index, intrusion",20,2019
572,6,"shales, lake, organic, ka, lacustrine",12,2019
573,7,"aquifer, groundwater, water, area, coastal",12,2019
574,8,"marki, groundwater, opencast, coal, pandharkawda",6,2019
575,9,"soil, salinity, soil salinity, salt, soil quality",9,2019
576,10,"microbial, community, microbial community, diversity, bacterial",6,2019
577,11,"hyporheic, exchange, flow, streambed, stream",3,2019
578,12,"clay particles, particles, cfc, csc, clay",1,2019
579,13,"groundwater stress, stress, climate, change, runoff",2,2019
580,14,"n2o, emissions, n2o emissions, ro, uf",2,2019
581,15,"coastal, level, climate, climate change, sea level",4,2019
582,16,"ice, retreat, line retreat, grounding line retreat, ice melting",1,2019
583,17,"lake, qinghai, dpm 100, dpm, lgd",3,2019
584,18,"groundwater, rsca, aquifer, water, model",3,2019
585,19,"103 ml, ml, 102, ml 103, 103 ml 103",2,2019
586,22,"gde, groundwater, gde food, water, water resources",2,2019
587,23,"fluorine, fluorine transformation, fluoride, fluorosis, seawater",2,2019
588,-1,"groundwater, water, discharge, coastal, aquifer",116,2020
589,0,"groundwater, water, sgd, coastal, study",227,2020
590,1,"aquifer, model, groundwater, flow, intrusion",102,2020
591,2,"groundwater, discharge, water, flow, streamflow",24,2020
592,3,"resistivity, electrical, groundwater, intrusion, data",51,2020
593,4,"model, models, optimization, simulation, management",26,2020
594,5,"vulnerability, galdit, groundwater, area, intrusion",17,2020
595,6,"lake, basin, formation, mn, deposits",11,2020
596,7,"water, fissures, tidal waterways, groundwater, ground fissures",9,2020
597,8,"groundwater, concentrations, whale, coastal, edcs",14,2020
598,9,"soil, salinity, inpari, rice, soil salinity",8,2020
599,10,"microbial, community, communities, bacterial, microbial communities",8,2020
600,11,"discharge, groundwater, groundwater surface, discharge characteristics, surface",2,2020
601,12,"clays, downdip, exchange, updip, clay",2,2020
602,13,"climate, climate change, change, water, future",6,2020
603,14,"membrane, desalination, fe2þ, removal, mcdi",3,2020
604,15,"ndao, water tables, tables, coastal, sea level",2,2020
605,16,"coastal, ocean, discharge, groundwater, global",3,2020
606,17,"lake, water, river, godavari, monsoon",4,2020
607,18,"groundwater, water, future, model, tgr",5,2020
608,19,"coli, hun tai river, hun tai, hun, tai river",2,2020
609,20,"permafrost, pingo, sub permafrost, methane, adventdalen",1,2020
610,22,"groundwater, surface, mexico, hydrogeological association, ecosystems",3,2020
611,23,"fluoride, fluorine, groundwater, fluoride groundwater, groundwater fluoride",3,2020
612,-1,"groundwater, water, coastal, aquifer, discharge",121,2021
613,0,"groundwater, water, sgd, coastal, seawater",278,2021
614,1,"aquifer, model, groundwater, flow, coastal",115,2021
615,2,"groundwater, discharge, water, stream, groundwater discharge",29,2021
616,3,"resistivity, electrical, groundwater, data, intrusion",44,2021
617,4,"model, optimization, models, simulation, prediction",20,2021
618,5,"vulnerability, groundwater, galdit, 2019, intrusion",30,2021
619,6,"lake, deposits, pockmarks, basin, formation",12,2021
620,7,"area, tidal creek, tidal, groundwater, megafan",11,2021
621,8,"phosphorous, groundwater, lake, water, septic",4,2021
622,9,"soil, soil salinity, salinity, paddy, soil electrical",5,2021
623,10,"microbial, communities, community, nitrospira, diversity",9,2021
624,11,"water, river, scale, surface water, surface",2,2021
625,12,"plastic particles, plastic, particles, seawater, pore water chemistry",2,2021
626,13,"climate, precipitation, change, climate change, term",6,2021
627,14,"desalination, ro, sgw, water, brine",8,2021
628,15,"coastal, sea, rise, adaptation, sea level",7,2021
629,16,"ice, ice sheet, sheet, sgd, greenland",2,2021
630,17,"lake, water, river, groundwater, lgd",6,2021
631,18,"water, demand, local, pressures, water demand",1,2021
632,19,"sars cov, sars, cov, rna, fecal",2,2021
633,20,"ﬂow, fault, bedrock, rocks, flow",2,2021
634,21,"discharge rates, discharge, cm³ min, rates, released sand",1,2021
635,22,"groundwater, gdes, swat model, karst, model",4,2021
636,23,"fluoride, fluoride concentration, hulun lake, lake, hulun",1,2021
637,-1,"groundwater, water, coastal, aquifer, study",108,2022
638,0,"groundwater, water, coastal, sgd, seawater",282,2022
639,1,"aquifer, model, groundwater, flow, water",110,2022
640,2,"groundwater, discharge, water, groundwater discharge, stream",32,2022
641,3,"resistivity, groundwater, electrical, coastal, water",31,2022
642,4,"model, optimization, models, groundwater, optimal",24,2022
643,5,"vulnerability, galdit, index, intrusion, groundwater",24,2022
644,6,"shale, oil shale, oil, high, organic",8,2022
645,7,"aquifer, water, groundwater, springs, playa",14,2022
646,8,"pfas, groundwater, wastewater, concentrations, site",6,2022
647,9,"soil, salinity, salt, wetlands, soil respiration",6,2022
648,10,"microbial, community, communities, microbial communities, microbial community",11,2022
649,11,"hyporheic, bank, groundwater, stream, discharge",4,2022
650,12,"transport, heavy, colloid, colloids, seawater freshwater interface",1,2022
651,13,"climate, future, change, level, climate change",5,2022
652,14,"desalination, water, brine, xylem, membrane",3,2022
653,15,"coastal, sea, rise, sea level, sea level rise",5,2022
654,16,"sea, coastal, sea level, groundwater, forcing",5,2022
655,17,"lake, groundwater, river, water, radium",4,2022
656,18,"nitrate, groundwater, agriculture activities, management scenarios, management",2,2022
657,19,"coli, args, fecal, antibiotic, samples",4,2022
658,22,"sz, st, sq, sq st sz, sq st",2,2022
659,23,"fluoride, iodine, fluorine, high, fluoride leaching",6,2022
660,-1,"groundwater, water, seawater, coastal, study",120,2023
661,0,"groundwater, water, sgd, coastal, seawater",221,2023
662,1,"aquifer, groundwater, model, flow, coastal",85,2023
663,2,"groundwater, discharge, water, stream, groundwater discharge",24,2023
664,3,"resistivity, groundwater, electrical, data, water",44,2023
665,4,"model, models, optimization, groundwater, based",31,2023
666,5,"vulnerability, groundwater, galdit, aquifer, intrusion",23,2023
667,6,"oil, lake, shale, basin, formation",7,2023
668,7,"springs, water, groundwater, aquifer, karst",12,2023
669,8,"voc, groundwater, concentrations, water, site",13,2023
670,9,"soil, rice, salinity, soil salinity, salt",14,2023
671,10,"microbial, community, communities, microbial community, bacterial",13,2023
672,11,"hyporheic, groundwater, discharge, rgd, flow",5,2023
673,12,"fic, mixing, seawater, precipitation, fic sorbent",4,2023
674,13,"climate, change, water, climate change, precipitation",4,2023
675,14,"desalination, intake, water intake, subsurface water intake, water",3,2023
676,15,"coastal, remote sensing, sensing, remote, adaptation",2,2023
677,16,"coastal, groundwater, discharge, sea, recharge",5,2023
678,17,"lake, lgd, water, groundwater, coal mining",3,2023
679,18,"groundwater, water, hrb, floodplain, drought",3,2023
680,19,"coli, hadv, 00, prevalence, winneba",3,2023
681,22,"groundwater, environmental flows, environmental, groundwater environmental flow, environmental flow",2,2023
682,23,"fluoride, groundwater, enrichment, high fluoride, fluoride groundwater",2,2023
683,0,"gw, permafrost, climate warming, warming, health",3,2024
